RETURN_VERSION,RETURN_TIMESTAMP,TAX_PERIOD_BEGIN,TAX_PERIOD_END,TAX_YEAR,EIN_XML,ORGANIZATION_NAME,ADDRESS_LINE_1,ADDRESS_LINE_2,CITY,STATE,ZIP_CODE,MISSION,FORMATION_YEAR,WEBSITE,TOTAL_EMPLOYEES,TOTAL_VOLUNTEERS,CONTRIBUTIONS_GRANTS,PROGRAM_SERVICE_REVENUE,INVESTMENT_INCOME,OTHER_REVENUE,TOTAL_REVENUE,GRANTS_PAID,SALARIES_COMPENSATION_BENEFITS,TOTAL_EXPENSES,TOTAL_ASSETS_BOY,TOTAL_ASSETS_EOY,TOTAL_LIABILITIES_BOY,TOTAL_LIABILITIES_EOY,NET_ASSETS_BOY,NET_ASSETS_EOY,FILING_YEAR,OBJECT_ID,XML_FILENAME,ARCHIVE_FILENAME,XML_LOCAL_PATH,OPERATING_SURPLUS,ASSET_CHANGE,NET_ASSET_CHANGE,TAX_YEAR_ANALYSIS,PERIOD_DAYS,SHORT_PERIOD_FLAG,LONG_PERIOD_FLAG,COMPARABLE_FULL_YEAR,NEGATIVE_LIABILITIES_FLAG,NEGATIVE_NET_ASSETS_FLAG,ZERO_ASSETS_FLAG,PERIOD_LENGTH_DEVIATION,OPERATING_MARGIN,CONTRIBUTION_REVENUE_SHARE,PROGRAM_SERVICE_REVENUE_SHARE,LIABILITIES_TO_ASSETS,DATA_QUALITY_FLAG_COUNT
2020v4.1,2022-01-10T10:48:23-06:00,2020-07-01,2021-06-30,2020,911381840,WASHINGTON PHYSICIANS HEALTH PROGRAM,1200 6TH AVENUE SUITE 850,,SEATTLE,WA,98101,TO FACILITATE THE REHABILITATION OF HEALTHCARE PROFESSIONALS WHO HAVE PHYSICAL OR MENTAL CONDITIONS THAT COULD COMPROMISE PATIENT SAFETY AND TO MONITOR THEIR RECOVERY.,1987.0,WWW.WPHP.ORG,28,13.0,2694473,411742,135141,3555,3244911,33650,2015802,2616261,6549371.0,7489196,1069074.0,1034261,5480297.0,6454935,2022,202230109349300828,202230109349300828_public.xml,2022_TEOS_XML_01A.zip,data/raw/form990_xml/2022/202230109349300828_public.xml,628650,939825.0,974638.0,2021,365,False,False,True,False,False,False,0,0.1937341270685082,0.8303688452472194,0.12688853407689765,0.13810040490327666,0
2021v4.2,2023-03-06T12:48:56-06:00,2021-07-01,2022-06-30,2021,911381840,WASHINGTON PHYSICIANS HEALTH PROGRAM,1200 6TH AVENUE 850,,SEATTLE,WA,98101,TO FACILITATE THE REHABILITATION OF HEALTHCARE PROFESSIONALS WHO HAVE PHYSICAL OR MENTAL CONDITIONS THAT COULD COMPROMISE PATIENT SAFETY AND TO MONITOR THEIR RECOVERY.,1987.0,WWW.WPHP.ORG,29,13.0,2635165,396272,198781,3557,3233775,31478,1989417,2694701,7489196.0,7489357,1034261.0,1018917,6454935.0,6470440,2023,202300659349300215,202300659349300215_public.xml,2023_TEOS_XML_03A.zip,data/raw/form990_xml/2023/202300659349300215_public.xml,539074,161.0,15505.0,2022,365,False,False,True,False,False,False,0,0.16670114649287598,0.8148881724919019,0.12254161158398466,0.13604866212146116,0
2022v5.0,2024-03-18T15:12:36-05:00,2022-07-01,2023-06-30,2022,911381840,WASHINGTON PHYSICIANS HEALTH PROGRAM,1200 6TH AVENUE 850,,SEATTLE,WA,98101,TO FACILITATE THE REHABILITATION OF HEALTHCARE PROFESSIONALS WHO HAVE PHYSICAL OR MENTAL CONDITIONS THAT COULD COMPROMISE PATIENT SAFETY AND TO MONITOR THEIR RECOVERY.,1987.0,WWW.WPHP.ORG,30,15.0,2910654,401814,152318,5073,3469859,61263,2241819,3058404,7489357.0,9267385,1018917.0,2263585,6470440.0,7003800,2024,202400789349301250,202400789349301250_public.xml,2024_TEOS_XML_03A.zip,data/raw/form990_xml/2024/202400789349301250_public.xml,411455,1778028.0,533360.0,2023,365,False,False,True,False,False,False,0,0.11857974632398607,0.8388392727197272,0.11580124725529194,0.24425282860267486,0
2020v4.2,2022-08-23T12:29:44-05:00,2020-10-01,2021-09-30,2020,911452438,SEATTLE INSTITUTE FOR BIOMEDICAL,1660 SOUTH COLUMBIAN WAY NO S-151,,SEATTLE,WA,98108,"TO IMPROVE THE HEALTH AND WELL-BEING OF VETERANS THROUGH RESEARCH AND EDUCATION CONDUCTED AT THE VA PUGET SOUND HEALTH CARE SYSTEM. SEATTLE INSTITUTE FOR BIOMEDICAL AND CLINICAL RESEARCH (SIBCR) STRIVES TO PROVIDE OUTSTANDING SUPPORT TO VA STAFF IN THEIR RESEARCH, EDUCATION AND TRAINING ENDEAVORS AND TO FOSTER PROGRESS IN BIOMEDICAL, CLINICAL, REHABILITATIVE AND HEALTH CARE SERVICES. SIBCR PROGRAMS BENEFIT THE NATION'S VETERANS AND THE GENERAL PUBLIC.",1989.0,WWW.SIBCR.ORG,151,14.0,17716809,0,33760,0,17750569,0,9272292,16795861,13854060.0,15332692,3707141.0,4256354,10146919.0,11076338,2022,202242359349300634,202242359349300634_public.xml,2022_TEOS_XML_01A.zip,data/raw/form990_xml/2022/202242359349300634_public.xml,954708,1478632.0,929419.0,2021,365,False,False,True,False,False,False,0,0.053784642058516546,0.9980980891373116,0.0,0.2775999152660211,0
2021v4.2,2023-05-31T17:00:53-05:00,2021-10-01,2022-09-30,2021,911452438,SEATTLE INSTITUTE FOR BIOMEDICAL,1660 SOUTH COLUMBIAN WAY S-151F,,SEATTLE,WA,98108,"TO IMPROVE THE HEALTH AND WELL-BEING OF VETERANS THROUGH RESEARCH AND EDUCATION CONDUCTED AT THE VA PUGET SOUND HEALTH CARE SYSTEM AND THE MANN-GRANDSTAFF VA MEDICAL CENTER. SEATTLE INSTITUTE FOR BIOMEDICAL AND CLINICAL RESEARCH (SIBCR) STRIVES TO PROVIDE OUTSTANDING SUPPORT TO VA STAFF IN THEIR RESEARCH, EDUCATION AND TRAINING ENDEAVORS AND TO FOSTER PROGRESS IN BIOMEDICAL, CLINICAL, REHABILITATIVE AND HEALTH CARE SERVICES. SIBCR PROGRAMS BENEFIT THE NATION'S VETERANS AND THE GENERAL PUBLIC.",1989.0,WWW.SIBCR.ORG,153,14.0,19498631,0,41794,0,19540425,0,9147024,18558179,15332692.0,16684792,4256354.0,4801898,11076338.0,11882894,2023,202331519349300743,202331519349300743_public.xml,2023_TEOS_XML_06A.zip,data/raw/form990_xml/2023/202331519349300743_public.xml,982246,1352100.0,806556.0,2022,365,False,False,True,False,False,False,0,0.05026738159482202,0.9978611519452621,0.0,0.2878008907752641,0
2022v5.0,2024-05-09T11:25:14-05:00,2022-10-01,2023-09-30,2022,911452438,SEATTLE INSTITUTE FOR BIOMEDICAL,1660 SOUTH COLUMBIAN WAY S-151F,,SEATTLE,WA,98108,"TO IMPROVE THE HEALTH AND WELL-BEING OF VETERANS THROUGH RESEARCH AND EDUCATION CONDUCTED AT THE VA PUGET SOUND HEALTH CARE SYSTEM AND THE MANN-GRANDSTAFF VA MEDICAL CENTER. SEATTLE INSTITUTE FOR BIOMEDICAL AND CLINICAL RESEARCH (SIBCR) STRIVES TO PROVIDE OUTSTANDING SUPPORT TO VA STAFF IN THEIR RESEARCH, EDUCATION AND TRAINING ENDEAVORS AND TO FOSTER PROGRESS IN BIOMEDICAL, CLINICAL, REHABILITATIVE AND HEALTH CARE SERVICES. SIBCR PROGRAMS BENEFIT THE NATION'S VETERANS AND THE GENERAL PUBLIC.",1989.0,WWW.SIBCR.ORG,138,13.0,20590478,0,279136,0,20869614,0,10093083,19738190,16684792.0,18919904,4801898.0,5812868,11882894.0,13107036,2024,202421309349302572,202421309349302572_public.xml,2024_TEOS_XML_05A.zip,data/raw/form990_xml/2024/202421309349302572_public.xml,1131424,2235112.0,1224142.0,2023,365,False,False,True,False,False,False,0,0.05421393994158205,0.9866247645979461,0.0,0.3072355969670882,0
2020v4.2,2022-05-13T11:19:50-05:00,2020-07-01,2021-06-30,2020,911485176,PEDIATRIC INTERIM CARE CENTER,328 4TH AVENUE SOUTH,,KENT,WA,98032,"TO PROVIDE HEALTH CARE SERVICES CONSISTING OF, BUT NOT LIMITED TO, DIAGNOSIS AND REFERRAL, EDUCATION AND TRAINING, CONSULTATION AND TREATMENT.",1990.0,WWW.PICC.NET,55,7.0,1490197,0,6672,-3490,1493379,0,1207239,1570763,3505820.0,3309129,57034.0,535,3448786.0,3308594,2022,202221339349303842,202221339349303842_public.xml,2022_TEOS_XML_01A.zip,data/raw/form990_xml/2022/202221339349303842_public.xml,-77384,-196691.0,-140192.0,2021,365,False,False,True,False,False,False,0,-0.05181805824241535,0.997869261587313,0.0,0.000161673963148611,0
2021v4.2,2023-06-28T16:11:07-05:00,2021-07-01,2022-06-30,2021,911485176,PEDIATRIC INTERIM CARE CENTER,328 4TH AVENUE SOUTH,,KENT,WA,98032,"TO PROVIDE HEALTH CARE SERVICES CONSISTING OF, BUT NOT LIMITED TO, DIAGNOSIS AND REFERRAL, EDUCATION AND TRAINING, CONSULTATION AND TREATMENT.",1990.0,WWW.PICC.NET,53,7.0,2020529,0,5078,-1412,2024195,0,1223877,1458000,3309129.0,3803887,535.0,24280,3308594.0,3779607,2023,202301799349301030,202301799349301030_public.xml,2023_TEOS_XML_07A.zip,data/raw/form990_xml/2023/202301799349301030_public.xml,566195,494758.0,471013.0,2022,365,False,False,True,False,False,False,0,0.2797136639503605,0.9981889096653237,0.0,0.006382944603769775,0
2022v5.0,2024-05-15T13:21:50-05:00,2022-07-01,2023-06-30,2022,911485176,PEDIATRIC INTERIM CARE CENTER,328 4TH AVENUE SOUTH,,KENT,WA,98032,"TO PROVIDE HEALTH CARE SERVICES CONSISTING OF, BUT NOT LIMITED TO, DIAGNOSIS AND REFERRAL, EDUCATION AND TRAINING, CONSULTATION AND TREATMENT.",1990.0,WWW.PICC.NET,45,7.0,1591338,0,25553,-35430,1581461,500,1280748,1727032,3803887.0,3703331,24280.0,20863,3779607.0,3682468,2024,202441369349309734,202441369349309734_public.xml,2024_TEOS_XML_05A.zip,data/raw/form990_xml/2024/202441369349309734_public.xml,-145571,-100556.0,-97139.0,2023,365,False,False,True,False,False,False,0,-0.09204842863655822,1.0062454907202896,0.0,0.005633576906844136,0
2020v4.2,2022-05-16T16:19:06-05:00,2020-09-01,2021-08-31,2020,911684691,ACRES OF DIAMONDS,PO BOX 1672,,DUVALL,WA,98019,"ACRES OF DIAMONDS PROVIDES TRANSITIONAL HOUSING AND SUPPORTIVE SERVICES TO HOMELESS WOMEN AND THEIR CHILDREN, SO THAT THEY CAN BREAK THE CYCLES OF ADDICTION, ABUSE AND HOMELESSNESS TO BECOME THRIVING, STABLE FAMILIES.",1995.0,WWW.ACRESOFDIAMONDS.ORG,27,229.0,1905951,55934,2367,-50801,1913451,0,973865,1533665,4145905.0,4384044,463500.0,321853,3682405.0,4062191,2022,202231369349313898,202231369349313898_public.xml,2022_TEOS_XML_01A.zip,data/raw/form990_xml/2022/202231369349313898_public.xml,379786,238139.0,379786.0,2021,365,False,False,True,False,False,False,0,0.1984822187764411,0.9960803804225977,0.029232000192322666,0.0734146372618523,0
2021v4.2,2023-06-28T15:43:05-05:00,2021-09-01,2022-08-31,2021,911684691,ACRES OF DIAMONDS,PO BOX 1672,,DUVALL,WA,98019,"ACRES OF DIAMONDS PROVIDES TRANSITIONAL HOUSING AND SUPPORTIVE SERVICES TO HOMELESS WOMEN AND THEIR CHILDREN, SO THAT THEY CAN BREAK THE CYCLES OF ADDICTION, ABUSE AND HOMELESSNESS TO BECOME THRIVING, STABLE FAMILIES.",1995.0,WWW.ACRESOFDIAMONDS.ORG,26,308.0,2376945,56744,2921,0,2436610,0,1235280,2088169,4384044.0,5238402,321853.0,827770,4062191.0,4410632,2023,202311799349301026,202311799349301026_public.xml,2023_TEOS_XML_07A.zip,data/raw/form990_xml/2023/202311799349301026_public.xml,348441,854358.0,348441.0,2022,365,False,False,True,False,False,False,0,0.1430023680441269,0.9755131104280127,0.023288092883145026,0.15801956398153483,0
2022v5.0,2024-07-29T14:01:39-05:00,2022-09-01,2023-08-31,2022,911684691,ACRES OF DIAMONDS,PO BOX 1672,,DUVALL,WA,98019,"ACRES OF DIAMONDS PROVIDES TRANSITIONAL HOUSING AND SUPPORTIVE SERVICES TO HOMELESS WOMEN AND THEIR CHILDREN, SO THAT THEY CAN BREAK THE CYCLES OF ADDICTION, ABUSE AND HOMELESSNESS TO BECOME THRIVING, STABLE FAMILIES.",1995.0,WWW.ACRESOFDIAMONDS.ORG,38,342.0,2280946,63030,-43,-128005,2215928,0,1736940,2595279,5238402.0,5293759,827770.0,1262478,4410632.0,4031281,2024,202432119349301303,202432119349301303_public.xml,2024_TEOS_XML_08A.zip,data/raw/form990_xml/2024/202432119349301303_public.xml,-379351,55357.0,-379351.0,2023,365,False,False,True,False,False,False,0,-0.17119283659035853,1.0293412060319649,0.028444064969619952,0.23848422264783872,0
2021v4.0,2022-05-11T11:26:23-07:00,2021-01-01,2021-12-31,2021,911743945,Team Survivor Northwest,200 NE Pacific St Suite 101,,Seattle,WA,98105,The mission of Team Survivor Northwest is to provide a broad range of fitness and health education programs to enable women who have had a cancer diagnosis to take an active role in their ongoing physical and emotional healing. Programs are offered at no cost.,1996.0,teamsurvivornw.org,4,50.0,307934,2920,187,-25553,285488,0,122622,195347,594967.0,669523,16090.0,505,578877.0,669018,2022,202211319349305711,202211319349305711_public.xml,2022_TEOS_XML_01A.zip,data/raw/form990_xml/2022/202211319349305711_public.xml,90141,74556.0,90141.0,2021,365,False,False,True,False,False,False,0,0.315743568906574,1.0786232696295466,0.01022810065571933,0.0007542683373088005,0
2022v5.0,2023-05-12T23:17:44-07:00,2022-01-01,2022-12-31,2022,911743945,Team Survivor Northwest,200 NE Pacific St Suite 101,,Seattle,WA,98105,The mission of Team Survivor Northwest is to provide a broad range of fitness and health education programs to enable women who have had a cancer diagnosis to take an active role in their ongoing physical and emotional healing. Programs are offered at no cost.,1996.0,teamsurvivornw.org,5,78.0,349914,3741,566,-16338,337883,0,173604,267152,669523.0,741973,505.0,2224,669018.0,739749,2023,202331349349300113,202331349349300113_public.xml,2023_TEOS_XML_05A.zip,data/raw/form990_xml/2023/202331349349300113_public.xml,70731,72450.0,70731.0,2022,365,False,False,True,False,False,False,0,0.2093357759934652,1.0356070000562325,0.011071879911093485,0.002997413652518353,0
2023v5.0,2024-11-11T10:32:21-07:00,2023-01-01,2023-12-31,2023,911743945,Team Survivor Northwest,200 NE Pacific St Suite 101,,Seattle,WA,98105,The mission of Team Survivor Northwest is to provide a broad range of fitness and health education programs to enable women who have had a cancer diagnosis to take an active role in their ongoing physical and emotional healing. Programs are offered at no cost.,1996.0,teamsurvivornw.org,5,143.0,395137,21653,20363,-25072,412081,0,235851,391953,741973.0,761319,2224.0,1442,739749.0,759877,2024,202423189349306647,202423189349306647_public.xml,2024_TEOS_XML_11A.zip,data/raw/form990_xml/2024/202423189349306647_public.xml,20128,19346.0,20128.0,2023,365,False,False,True,False,False,False,0,0.04884476595620764,0.9588818703119047,0.05254549469643104,0.001894081193297422,0
2021v4.0,2022-07-19T13:16:57-05:00,2021-01-01,2021-12-31,2021,911883302,EVERGREEN HOSPITAL MEDICAL CENTER,12040 NE 128TH ST,,KIRKLAND,WA,980343013,TO CREDENTIAL CARE PROVIDERS,1998.0,,0,,109,302770,34,0,302913,15000,383046,427386,439121.0,314648,,0,439121.0,314648,2022,202202009349300920,202202009349300920_public.xml,2022_TEOS_XML_01A.zip,data/raw/form990_xml/2022/202202009349300920_public.xml,-124473,-124473.0,-124473.0,2021,365,False,False,True,False,False,False,0,-0.41091996711927187,0.00035983929379062636,0.9995279172567701,0.0,0
2022v5.0,2023-08-03T15:10:27-04:00,2022-01-01,2022-12-31,2022,911883302,EVERGREEN HOSPITAL MEDICAL CENTER,12040 NE 128TH ST,,KIRKLAND,WA,980343013,TO CREDENTIAL CARE PROVIDERS,1998.0,,0,,33,362325,31,0,362389,15000,157708,192238,314648.0,484799,,0,314648.0,484799,2023,202322159349301602,202322159349301602_public.xml,2023_TEOS_XML_08A.zip,data/raw/form990_xml/2023/202322159349301602_public.xml,170151,170151.0,170151.0,2022,365,False,False,True,False,False,False,0,0.46952584101614564,9.106236668331544e-05,0.9998233941979475,0.0,0
2023v5.0,2024-07-01T11:52:11-04:00,2023-01-01,2023-12-31,2023,911883302,EVERGREEN HOSPITAL MEDICAL CENTER,12040 NE 128TH ST,,KIRKLAND,WA,980343013,TO CREDENTIAL CARE PROVIDERS,1998.0,,0,,250,385675,45,0,385970,15000,335793,391801,484799.0,478968,,0,484799.0,478968,2024,202441839349300979,202441839349300979_public.xml,2024_TEOS_XML_07A.zip,data/raw/form990_xml/2024/202441839349300979_public.xml,-5831,-5831.0,-5831.0,2023,365,False,False,True,False,False,False,0,-0.015107391766199445,0.00064771873461668,0.9992356918931523,0.0,0
2021v4.2,2022-10-10T13:32:58-05:00,2021-01-01,2021-12-31,2021,911893957,THE MAX FOUNDATION,1107 NE 45TH 230,,SEATTLE,WA,98105,"WE ARE ON A MISSION TO ACCELERATE HEALTH EQUITY BY DELIVERING MEDICATION, TECHNOLOGY, AND SERVICES TO PATIENTS FACING CANCER AND OTHER CRITICAL ILLNESSES, FOCUSING OUR ENERGY ON THOSE NO ONE ELSE IS HELPING.",1997.0,WWW.THEMAXFOUNDATION.ORG,23,635.0,1018778,3900915,-1103,-69711,4848879,532668,2670391,5067774,3335898.0,2817836,605558.0,306391,2730340.0,2511445,2022,202212839349301456,202212839349301456_public.xml,2022_TEOS_XML_01A.zip,data/raw/form990_xml/2022/202212839349301456_public.xml,-218895,-518062.0,-218895.0,2021,365,False,False,True,False,False,False,0,-0.045143423871785625,0.2101058822049385,0.8044983180648558,0.10873272965495508,0
2022v5.0,2023-08-03T23:46:14-05:00,2022-01-01,2022-12-31,2022,911893957,THE MAX FOUNDATION,1107 NE 45TH 230,,SEATTLE,WA,98105,"WE ARE ON A MISSION TO ACCELERATE HEALTH EQUITY BY DELIVERING MEDICATION, TECHNOLOGY, AND SERVICES TO PATIENTS FACING CANCER AND OTHER CRITICAL ILLNESSES, FOCUSING OUR ENERGY ON THOSE NO ONE ELSE IS HELPING.",1997.0,WWW.THEMAXFOUNDATION.ORG,22,626.0,1103879,4451139,9,-42350,5512677,563864,2810058,5804472,2817836.0,2609712,306391.0,390062,2511445.0,2219650,2023,202322169349300402,202322169349300402_public.xml,2023_TEOS_XML_08A.zip,data/raw/form990_xml/2023/202322169349300402_public.xml,-291795,-208124.0,-291795.0,2022,365,False,False,True,False,False,False,0,-0.05293163375978676,0.20024372913559058,0.8074369312767644,0.14946553489427186,0
2023v5.1,2024-08-15T12:13:30-05:00,2023-01-01,2023-12-31,2023,911893957,THE MAX FOUNDATION,1416 NW 46TH STREET SUITE 105 146,,SEATTLE,WA,98107,"WE ARE ON A MISSION TO ACCELERATE HEALTH EQUITY BY DELIVERING MEDICATION, TECHNOLOGY, AND SERVICES TO PATIENTS FACING CANCER AND OTHER CRITICAL ILLNESSES, FOCUSING OUR ENERGY ON THOSE NO ONE ELSE IS HELPING.",1997.0,WWW.THEMAXFOUNDATION.ORG,27,858.0,910276,6283459,-10833,-97123,7085779,523450,3515724,6926687,2609712.0,2637444,390062.0,258702,2219650.0,2378742,2024,202422289349302312,202422289349302312_public.xml,2024_TEOS_XML_08A.zip,data/raw/form990_xml/2024/202422289349302312_public.xml,159092,27732.0,159092.0,2023,365,False,False,True,False,False,False,0,0.022452294941741762,0.1284651976868034,0.8867703889720523,0.09808814898060395,0
2020v4.0,2022-03-01T06:05:21-05:00,2020-10-01,2021-09-30,2020,911923159,Northwest Parkinsons Foundation,3010 77TH AVE SE 101,,MERCER ISLAND,WA,98040,Northwest Parknson's Foundation provides free services and programs to those impacted by Parkinson's disease in the northwest region of the United States.,1998.0,www.nwpf.org,9,12.0,675448,116608,505,236,792797,0,553060,771332,709014.0,797454,226851.0,88336,482163.0,709118,2022,202210609349300401,202210609349300401_public.xml,2022_TEOS_XML_01A.zip,data/raw/form990_xml/2022/202210609349300401_public.xml,21465,88440.0,226955.0,2021,365,False,False,True,False,False,False,0,0.027075026772301107,0.851981024146156,0.14708431035939842,0.11077253358814428,0
2021v4.0,2023-01-31T15:45:13-05:00,2021-10-01,2022-09-30,2021,911923159,Northwest Parkinsons Foundation,3010 77TH AVE SE 101,,MERCER ISLAND,WA,98040,Northwest Parknson's Foundation provides free services and programs to those impacted by Parkinson's disease in the northwest region of the United States.,1998.0,www.nwpf.org,9,30.0,520888,125306,1037,0,647231,0,482012,645159,797454.0,790405,88336.0,81247,709118.0,709158,2023,202340319349300639,202340319349300639_public.xml,2023_TEOS_XML_02A.zip,data/raw/form990_xml/2023/202340319349300639_public.xml,2072,-7049.0,40.0,2022,365,False,False,True,False,False,False,0,0.003201329973378902,0.8047945787516358,0.19360321121825128,0.10279160683447093,0
2022v5.0,2024-02-06T08:03:56-05:00,2022-10-01,2023-09-30,2022,911923159,Northwest Parkinsons Foundation,3010 77TH AVE SE 101,,MERCER ISLAND,WA,98040,Northwest Parknson's Foundation provides free services and programs to those impacted by Parkinson's disease in the northwest region of the United States.,1998.0,www.nwpf.org,9,50.0,565753,172618,13875,0,752246,0,455304,742520,790405.0,801939,81247.0,90709,709158.0,711230,2024,202410379349300506,202410379349300506_public.xml,2024_TEOS_XML_02A.zip,data/raw/form990_xml/2024/202410379349300506_public.xml,9726,11534.0,2072.0,2023,365,False,False,True,False,False,False,0,0.012929281112827453,0.7520850891862503,0.22947014673391417,0.11311209456080824,0
2020v4.2,2022-03-22T11:13:16-05:00,2020-07-01,2021-06-30,2020,911935159,SEATTLE CANCER CARE ALLIANCE,825 EASTLAKE AVE E PO BOX 19023,,SEATTLE,WA,981091023,"SEATTLE CANCER CARE ALLIANCE, (SCCA) REPRESENTS A UNION OF PATIENTS AND DOCTORS, (SEE SCHEDULE O) PHYSICIANS AND RESEARCHERS, CARE AND CURES IN THE PURSUIT OF BETTER, LONGER, RICHER LIVES FOR OUR PATIENTS. ABOVE ALL, WE EXIST TO MOVE PATIENTS FORWARD, PAST BOUNDARIES AND TOWARD HOPE, BEYOND FEAR AND CLOSER TO DISCOVERY. SCCA IS THE INTERSECTION OF COMPASSION AND HARD SCIENCE. WHERE A REAL DIFFERENCE CAN BE MADE TODAY AND TRUE PROGRESS HAPPENS TOMORROW. THIS UNIQUELY BOLD AND INVENTIVE APPROACH TRULY SETS US APART. WE TREAT CARE DIFFERENTLY, AND, BECAUSE OF THAT, WE SEE PATIENTS DIFFERENTLY, TOO. OUR CARE COMBINES POWERFUL SCIENCE WITH DEVOTED COLLABORATION, WHERE BOUNDARY-PUSHING DISCOVER HAPPENS - CARE AND SCIENCE WORKING TOGETHER. IT IS OUR FUNDAMENTAL BELIEF THAT WORKING IN PARTNERSHIP WITH OUR PATIENTS IS ESSENTIAL TO WHO WE ARE TODAY AND IN THE FUTURE.",1998.0,WWW.SEATTLECCA.ORG,2189,198.0,6302039,917419752,11786009,5488925,940996725,2084886,202228813,841344866,1020161042.0,1535470671,382909723.0,745988971,637251319.0,789481700,2022,202220819349300902,202220819349300902_public.xml,2022_TEOS_XML_01A.zip,data/raw/form990_xml/2022/202220819349300902_public.xml,99651859,515309629.0,152230381.0,2021,365,False,False,True,False,False,False,0,0.10590032499847436,0.006697195465797184,0.9749446811305321,0.4858373299401171,0
2021v4.2,2023-05-04T18:16:47-05:00,2021-07-01,2022-06-30,2021,911935159,FRED HUTCHINSON CANCER CENTER,1100 FAIRVIEW AVENUE NORTH,,SEATTLE,WA,981091024,"FRED HUTCHINSON CANCER CENTER UNITES INNOVATIVE RESEARCH AND COMPASSIONATE CARE TO PREVENT AND ELIMINATE CANCER AND INFECTIOUS DISEASE. WE'RE DRIVEN BY THE URGENCY OF OUR PATIENTS, THE HOPE OF OUR COMMUNITY AND OUR PASSION FOR DISCOVERY TO PURSUE SCIENTIFIC BREAKTHROUGHS AND HEALTHIER LIVES FOR EVERY PERSON IN EVERY COMMUNITY.",1998.0,WWW.FREDHUTCH.ORG,2549,250.0,159178335,1046363504,74844321,3575762,1283961922,34738432,328167481,1134529429,1535470671.0,2999831201,745988971.0,2049582217,789481700.0,950248984,2023,202301249349303300,202301249349303300_public.xml,2023_TEOS_XML_05A.zip,data/raw/form990_xml/2023/202301249349303300_public.xml,149432493,1464360530.0,160767284.0,2022,365,False,False,True,False,False,False,0,0.11638389771499781,0.12397434244159773,0.8149490152870749,0.6832325153217846,0
2022v5.0,2024-04-29T14:16:21-05:00,2022-07-01,2023-06-30,2022,911935159,FRED HUTCHINSON CANCER CENTER,1100 FAIRVIEW AVENUE NORTH,,SEATTLE,WA,981091024,"FRED HUTCHINSON CANCER CENTER UNITES INNOVATIVE RESEARCH AND COMPASSIONATE CARE TO PREVENT AND ELIMINATE CANCER AND INFECTIOUS DISEASE. WE'RE DRIVEN BY THE URGENCY OF OUR PATIENTS, THE HOPE OF OUR COMMUNITY AND OUR PASSION FOR DISCOVERY TO PURSUE SCIENTIFIC BREAKTHROUGHS AND HEALTHIER LIVES FOR EVERY PERSON IN EVERY COMMUNITY.",1998.0,WWW.FREDHUTCH.ORG,6568,965.0,1047209861,1220881238,40621641,14083231,2322795971,149912745,657862084,1951660593,2999831201.0,3407176412,2049582217.0,2024301434,950248984.0,1382874978,2024,202411209349301481,202411209349301481_public.xml,2024_TEOS_XML_05A.zip,data/raw/form990_xml/2024/202411209349301481_public.xml,371135378,407345211.0,432625994.0,2023,365,False,False,True,False,False,False,0,0.1597795857378814,0.45084022620771114,0.5256084706718307,0.5941287415792311,0
2021v4.2,2022-05-04T12:22:49-00:00,2021-01-01,2021-12-31,2021,911961032,Northwest Health Law Advocates,101 Yesler Way STE 300,,Seattle,WA,98104,"NOHLA works for access to health care through outreach, education training legal policy analysis proposing solutions representing low-income individuals on issues of public significance.",1999.0,www.nohla.org,7,15.0,672660,5150,1849,0,679659,28000,398395,503042,800621.0,938441,94833.0,59147,705788.0,879294,2022,202211249349302466,202211249349302466_public.xml,2022_TEOS_XML_01A.zip,data/raw/form990_xml/2022/202211249349302466_public.xml,176617,137820.0,173506.0,2021,365,False,False,True,False,False,False,0,0.25986119509930716,0.9897021888917825,0.0075773292195056635,0.06302687116185247,0
2022v5.0,2023-04-26T09:43:53-00:00,2022-01-01,2022-12-31,2022,911961032,Northwest Health Law Advocates,101 Yesler Way STE 300,,Seattle,WA,98104,"NOHLA works for access to health care through outreach, education training legal policy analysis proposing solutions representing low-income individuals on issues of public significance.",1999.0,www.nohla.org,6,17.0,1335910,8259,6674,0,1350843,10000,488396,651140,938441.0,1650629,59147.0,71632,879294.0,1578997,2023,202311169349300046,202311169349300046_public.xml,2023_TEOS_XML_05A.zip,data/raw/form990_xml/2023/202311169349300046_public.xml,699703,712188.0,699703.0,2022,365,False,False,True,False,False,False,0,0.5179750718625332,0.9889454214886556,0.006113959949453785,0.043396789950982326,0
2023v5.0,2024-04-30T11:14:27-07:00,2023-01-01,2023-12-31,2023,911961032,Northwest Health Law Advocates,1301 5th Avenue Suite 1200,,Seattle,WA,98101,"NoHLA works toward achieving a health care system in which all individuals receive quality, affordable health care, provided on an equitable and timely basis, and are assured of basic rights and protections. NoHLA conducts outreach, education and training, legal and policy analysis to propose policy solutions, and legal representation of low-income individuals on health care access issues of public significance.",1999.0,nohla.org,6,11.0,727258,7213,26894,0,761365,1000,601318,795943,1650629.0,1626316,71632.0,81897,1578997.0,1544419,2024,202421229349300547,202421229349300547_public.xml,2024_TEOS_XML_05A.zip,data/raw/form990_xml/2024/202421229349300547_public.xml,-34578,-24313.0,-34578.0,2023,365,False,False,True,False,False,False,0,-0.04541579925528492,0.9552028265024003,0.009473774076822549,0.05035737212202303,0
